"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"12/04/2022","34,132.8","35,192.3","35,192.3","34,094.9","23.70M","-2.80%"
"08/04/2022","35,116.6","35,381.5","35,608.6","35,078.8","17.86M","-0.32%"
"07/04/2022","35,230.2","35,949.1","36,024.8","35,230.2","18.87M","-1.48%"
"06/04/2022","35,759.9","34,813.9","36,289.7","34,813.9","38.62M","2.49%"
"05/04/2022","34,889.6","34,813.9","35,116.6","34,776.1","15.76M","0.55%"
"04/04/2022","34,700.4","34,813.9","35,041.0","34,624.7","15.80M","0.33%"
"01/04/2022","34,586.9","34,057.1","34,813.9","33,678.7","25.61M","1.33%"
"31/03/2022","34,132.8","34,549.0","34,776.1","33,905.7","24.56M","-0.88%"
"30/03/2022","34,435.5","34,662.5","35,116.6","34,359.8","20.44M","-0.76%"
"29/03/2022","34,700.4","34,965.3","35,003.1","34,662.5","16.88M","-0.11%"
"28/03/2022","34,738.2","34,889.6","35,457.2","34,662.5","25.36M","-1.08%"
"25/03/2022","35,116.6","35,230.2","35,532.9","34,965.3","17.48M","0.00%"
"24/03/2022","35,116.6","35,570.7","35,570.7","35,078.8","19.41M","-0.85%"
"23/03/2022","35,419.4","35,722.1","35,911.3","35,419.4","22.48M","-0.21%"
"22/03/2022","35,495.0","35,495.0","35,532.9","35,041.0","29.86M","0.11%"
"21/03/2022","35,457.2","35,343.7","35,722.1","35,116.6","25.11M","0.75%"
"18/03/2022","35,192.3","34,965.3","35,457.2","34,851.7","23.05M","1.20%"
"17/03/2022","34,776.1","35,268.0","35,343.7","34,738.2","19.45M","-0.54%"
"16/03/2022","34,965.3","35,495.0","35,684.3","34,965.3","14.84M","0.11%"
"15/03/2022","34,927.4","34,776.1","35,343.7","34,397.7","27.12M","0.76%"
"14/03/2022","34,662.5","35,797.8","36,478.9","34,662.5","44.00M","-3.78%"
"11/03/2022","36,024.8","37,235.7","37,311.4","35,457.2","57.64M","-3.15%"
"10/03/2022","37,197.9","37,841.2","37,916.9","37,160.1","34.88M","-1.40%"
"09/03/2022","37,727.7","37,841.2","38,068.3","36,970.9","45.21M","0.81%"
"08/03/2022","37,425.0","38,295.3","38,749.4","37,425.0","52.66M","-3.23%"
"07/03/2022","38,673.7","37,992.6","39,733.3","37,841.2","49.99M","2.61%"
"04/03/2022","37,689.8","38,598.0","38,825.1","37,689.8","43.39M","-0.60%"
"03/03/2022","37,916.9","36,024.8","37,916.9","35,797.8","99.11M","6.82%"
"02/03/2022","35,495.0","35,570.7","35,835.6","35,268.0","25.86M","0.00%"
"01/03/2022","35,495.0","36,100.5","36,403.2","35,457.2","30.39M","-0.64%"
"28/02/2022","35,722.1","34,851.7","36,176.2","34,851.7","45.76M","2.83%"
"25/02/2022","34,738.2","34,889.6","35,078.8","34,738.2","16.61M","-0.22%"
"24/02/2022","34,813.9","35,381.5","35,457.2","34,132.8","29.18M","-1.50%"
"23/02/2022","35,343.7","35,305.8","35,722.1","35,003.1","16.88M","0.65%"
"22/02/2022","35,116.6","35,041.0","35,268.0","34,586.9","22.97M","-0.54%"
"21/02/2022","35,305.8","35,646.4","35,949.1","35,230.2","15.83M","-0.85%"
"18/02/2022","35,608.6","34,965.3","36,062.7","34,851.7","27.79M","1.18%"
"17/02/2022","35,192.3","34,813.9","35,381.5","34,813.9","14.76M","1.09%"
"16/02/2022","34,813.9","34,889.6","35,192.3","34,511.2","12.16M","0.00%"
"15/02/2022","34,813.9","34,965.3","35,230.2","34,359.8","20.23M","-0.43%"
"14/02/2022","34,965.3","35,192.3","35,949.1","34,927.4","23.72M","-2.01%"
"11/02/2022","35,684.3","35,268.0","35,949.1","35,041.0","22.55M","0.32%"
"10/02/2022","35,570.7","35,873.5","36,251.9","35,343.7","30.68M","-0.63%"
"09/02/2022","35,797.8","34,662.5","36,554.6","34,586.9","52.39M","3.84%"
"08/02/2022","34,473.3","32,543.4","34,473.3","32,543.4","34.49M","5.81%"
"07/02/2022","32,581.3","32,392.1","33,073.2","31,635.2","21.59M","2.01%"
"28/01/2022","31,938.0","31,975.8","32,392.1","31,559.6","19.42M","0.12%"
"27/01/2022","31,900.1","32,694.8","32,921.8","31,786.6","19.11M","-2.99%"
"26/01/2022","32,884.0","32,921.8","33,640.8","32,884.0","19.77M","0.46%"
"25/01/2022","32,732.6","30,651.4","32,770.5","30,424.3","23.25M","6.27%"
"24/01/2022","30,802.7","32,619.1","32,694.8","30,802.7","38.25M","-6.00%"
"21/01/2022","32,770.5","33,300.3","33,640.8","32,619.1","21.16M","-1.59%"
"20/01/2022","33,300.3","33,148.9","33,451.6","32,770.5","19.07M","1.15%"
"19/01/2022","32,921.8","33,603.0","33,716.5","32,884.0","23.02M","-1.14%"
"18/01/2022","33,300.3","33,678.7","34,246.3","32,543.4","27.87M","-1.57%"
"17/01/2022","33,830.0","35,003.1","35,192.3","33,830.0","28.16M","-3.35%"
"14/01/2022","35,003.1","35,192.3","35,457.2","34,965.3","10.27M","-0.96%"
"13/01/2022","35,343.7","35,041.0","35,797.8","34,965.3","32.49M","1.08%"
"12/01/2022","34,965.3","34,208.4","35,003.1","34,170.6","19.09M","2.44%"
"11/01/2022","34,132.8","34,851.7","34,851.7","34,132.8","16.59M","-1.20%"
"10/01/2022","34,549.0","34,700.4","35,305.8","34,435.5","22.72M","-0.33%"
"07/01/2022","34,662.5","34,889.6","34,965.3","34,549.0","21.24M","-0.65%"
"06/01/2022","34,889.6","35,192.3","35,343.7","34,889.6","22.32M","-1.50%"
"05/01/2022","35,419.4","35,495.0","35,835.6","35,419.4","24.39M","0.11%"
"04/01/2022","35,381.5","35,419.4","35,722.1","35,268.0","26.13M","0.75%"
"31/12/2021","35,116.6","34,813.9","35,305.8","34,700.4","17.92M","1.53%"
"30/12/2021","34,586.9","35,041.0","35,041.0","34,586.9","13.37M","-0.22%"
"29/12/2021","34,662.5","34,662.5","35,041.0","34,435.5","19.65M","0.00%"
"28/12/2021","34,662.5","34,738.2","35,343.7","34,511.2","16.06M","-0.22%"
"27/12/2021","34,738.2","35,230.2","35,268.0","34,473.3","13.88M","-0.33%"
"24/12/2021","34,851.7","34,284.1","35,305.8","34,246.3","24.92M","2.45%"
"23/12/2021","34,019.2","34,132.8","34,132.8","33,375.9","34.68M","-0.33%"
"22/12/2021","34,132.8","35,041.0","35,192.3","34,132.8","32.07M","-2.17%"
"21/12/2021","34,889.6","35,495.0","35,532.9","34,889.6","22.22M","-1.71%"
"20/12/2021","35,495.0","35,343.7","35,835.6","35,192.3","12.98M","0.43%"
"17/12/2021","35,343.7","35,835.6","35,987.0","35,268.0","28.62M","-1.68%"
"16/12/2021","35,949.1","36,403.2","36,403.2","35,797.8","14.34M","-0.63%"
"15/12/2021","36,176.2","36,327.6","36,781.6","36,100.5","11.76M","0.21%"
"14/12/2021","36,100.5","35,230.2","37,160.1","34,965.3","46.38M","2.47%"
"13/12/2021","35,230.2","35,230.2","35,684.3","35,041.0","18.60M","0.11%"
"10/12/2021","35,192.3","35,608.6","35,722.1","35,116.6","25.26M","-1.27%"
"09/12/2021","35,646.4","35,495.0","35,797.8","35,419.4","13.42M","-0.21%"
"08/12/2021","35,722.1","36,251.9","36,251.9","35,608.6","14.44M","-0.84%"
"07/12/2021","36,024.8","35,154.5","36,024.8","34,813.9","28.52M","4.04%"
"06/12/2021","34,624.7","35,949.1","36,289.7","34,435.5","45.02M","-4.09%"
"03/12/2021","36,100.5","36,933.0","37,197.9","36,100.5","28.19M","-1.85%"
"02/12/2021","36,781.6","37,235.7","37,273.6","36,781.6","16.68M","-0.82%"
"01/12/2021","37,084.4","37,462.8","37,462.8","37,008.7","17.97M","0.10%"
"30/11/2021","37,046.5","37,046.5","37,803.4","36,706.0","28.83M","1.14%"
"29/11/2021","36,630.3","36,478.9","37,008.7","36,478.9","28.34M","-1.33%"
"26/11/2021","37,122.2","37,311.4","37,803.4","37,084.4","34.75M","-0.41%"
"25/11/2021","37,273.6","36,857.3","37,349.3","36,857.3","28.29M","1.23%"
"24/11/2021","36,819.5","37,462.8","37,614.2","36,706.0","35.26M","-1.82%"
"23/11/2021","37,500.6","37,008.7","37,689.8","36,781.6","20.34M","1.85%"
"22/11/2021","36,819.5","36,478.9","37,235.7","36,327.6","29.42M","1.35%"
"19/11/2021","36,327.6","37,538.5","37,614.2","36,251.9","63.01M","-3.90%"
"18/11/2021","37,803.4","38,900.8","38,900.8","37,538.5","76.19M","-2.82%"
"17/11/2021","38,900.8","39,354.9","39,808.9","38,900.8","39.00M","-1.15%"
"16/11/2021","39,354.9","40,338.7","40,565.8","39,354.9","51.71M","-2.99%"
"15/11/2021","40,565.8","41,246.9","41,322.6","40,338.7","39.84M","-1.83%"
"12/11/2021","41,322.6","40,792.8","41,474.0","40,717.1","27.10M","1.11%"
"11/11/2021","40,868.5","41,625.3","41,852.4","40,565.8","70.58M","-2.35%"
"10/11/2021","41,852.4","42,760.6","42,836.2","41,776.7","56.39M","-2.12%"
"09/11/2021","42,760.6","42,987.6","43,593.1","42,684.9","32.13M","-0.53%"
"08/11/2021","42,987.6","43,063.3","43,139.0","42,533.5","27.63M","0.35%"
"05/11/2021","42,836.2","42,609.2","43,139.0","42,155.1","25.19M","0.53%"
"04/11/2021","42,609.2","42,079.4","43,063.3","42,079.4","19.30M","1.26%"
"03/11/2021","42,079.4","42,533.5","42,609.2","41,852.4","38.83M","0.18%"
"02/11/2021","42,003.7","42,003.7","42,684.9","41,776.7","33.37M","-0.36%"
"01/11/2021","42,155.1","43,214.7","43,214.7","42,155.1","58.78M","-2.45%"
"29/10/2021","43,214.7","43,895.8","43,971.5","43,214.7","31.04M","-1.55%"
"28/10/2021","43,895.8","43,820.1","44,047.2","43,366.0","28.50M","0.17%"
"27/10/2021","43,820.1","42,609.2","43,820.1","42,609.2","37.62M","2.84%"
"26/10/2021","42,609.2","41,474.0","42,609.2","41,019.9","36.28M","2.18%"
"25/10/2021","41,701.0","42,760.6","42,911.9","41,701.0","54.09M","-2.82%"
"22/10/2021","42,911.9","43,441.7","43,744.4","42,911.9","25.80M","-0.87%"
"21/10/2021","43,290.3","43,290.3","44,047.2","42,836.2","50.95M","0.53%"
"20/10/2021","43,063.3","43,441.7","43,517.4","42,230.8","45.06M","-0.52%"
"19/10/2021","43,290.3","43,593.1","43,895.8","43,214.7","30.84M","-1.21%"
"18/10/2021","43,820.1","43,593.1","44,198.5","43,517.4","26.96M","1.05%"
"15/10/2021","43,366.0","43,366.0","43,668.7","43,139.0","24.08M","0.88%"
"14/10/2021","42,987.6","42,987.6","43,441.7","42,911.9","25.06M","0.00%"
"13/10/2021","42,987.6","43,139.0","43,441.7","42,760.6","20.26M","-0.35%"
"12/10/2021","43,139.0","43,366.0","43,593.1","42,987.6","23.54M","-0.35%"
"11/10/2021","43,290.3","42,457.8","43,366.0","42,155.1","33.21M","2.69%"
"08/10/2021","42,155.1","42,230.8","42,533.5","41,776.7","28.20M","0.18%"
"07/10/2021","42,079.4","42,684.9","42,911.9","42,003.7","34.80M","-0.89%"
"06/10/2021","42,457.8","42,230.8","42,609.2","41,928.1","34.80M","1.45%"
"05/10/2021","41,852.4","42,003.7","42,306.5","41,701.0","34.54M","-0.36%"
"04/10/2021","42,003.7","40,792.8","42,306.5","40,792.8","58.96M","3.93%"
"01/10/2021","40,414.4","40,036.0","40,641.5","39,884.6","39.62M","0.95%"
"30/09/2021","40,036.0","40,641.5","40,641.5","39,960.3","30.09M","-0.75%"
"29/09/2021","40,338.7","39,884.6","40,565.8","39,808.9","45.37M","1.33%"
"28/09/2021","39,808.9","38,295.3","39,884.6","38,295.3","46.29M","3.54%"
"27/09/2021","38,446.7","38,900.8","39,354.9","38,446.7","37.01M","0.00%"
"24/09/2021","38,446.7","38,598.0","39,127.8","38,371.0","20.65M","-0.39%"
